"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-0.1678	1.8463	-1.0071	-1.6785	0.6714	-5.3711	-3.5248	-3.0212	-7.3853	-3.1891	-14.7705	-5.7068	-11.4136	1.5106	-2.6855	-5.2032	-6.2103	-5.2032	62	231	130	2	1	2
0.8392	2.6855	0	-0.6714	1.1749	-4.5319	-2.6855	-3.0212	-6.8817	-2.8534	-14.9384	-5.2032	-11.0779	1.3428	-2.5177	-5.5389	-6.0425	-5.7068	62	232	131	2	1	2
1.8463	3.5248	1.0071	0.1678	1.6785	-3.6926	-2.182	-3.1891	-6.2103	-2.5177	-15.1062	-4.5319	-10.7422	1.1749	-2.3499	-5.8746	-5.8746	-6.546	62	233	132	2	1	2
2.5177	4.364	2.0142	1.0071	2.0142	-2.8534	-1.5106	-3.3569	-5.5389	-2.182	-15.6097	-4.0283	-10.4065	1.0071	-2.182	-6.2103	-5.7068	-7.2174	62	234	133	2	1	2
3.1891	5.2032	2.8534	1.6785	2.5177	-2.0142	-0.8392	-3.5248	-5.0354	-2.0142	-15.7776	-3.3569	-10.0708	0.8392	-2.182	-6.546	-5.7068	-7.8888	62	235	134	2	1	2
3.8605	5.8746	3.3569	2.182	2.8534	-1.5106	-0.3357	-3.6926	-4.5319	-1.8463	-15.9454	-2.8534	-9.7351	0.6714	-2.0142	-6.8817	-5.5389	-8.3923	62	236	135	2	1	2
4.5319	6.546	4.0283	2.8534	3.1891	-1.0071	0.1678	-3.8605	-4.0283	-1.6785	-16.1133	-2.182	-9.3994	0.5035	-2.0142	-7.2174	-5.5389	-9.0637	62	237	136	2	1	2
5.0354	7.0496	4.6997	3.3569	3.3569	-0.3357	0.5035	-4.0283	-3.5248	-1.6785	-16.2811	-1.6785	-9.2316	0.3357	-2.0142	-7.7209	-5.5389	-9.5673	62	238	137	2	1	2
5.3711	7.3853	5.2032	3.8605	3.3569	0	0.6714	-4.364	-3.1891	-1.6785	-16.449	-1.3428	-9.0637	0.1678	-2.0142	-8.0566	-5.5389	-10.2386	62	239	138	2	1	2
5.8746	7.7209	5.5389	4.1962	3.5248	0.1678	0.8392	-4.6997	-2.8534	-1.6785	-16.449	-0.8392	-8.8959	0	-2.182	-8.3923	-5.7068	-10.5743	62	240	139	2	1	2
6.3782	8.0566	5.7068	4.5319	3.5248	0.5035	1.1749	-5.0354	-2.5177	-1.6785	-16.6168	-0.3357	-8.5602	-0.1678	-2.3499	-8.5602	-5.7068	-10.91	62	241	140	2	1	2
6.7139	8.2245	6.0425	4.6997	3.3569	0.5035	1.3428	-5.2032	-2.182	-1.8463	-16.6168	0	-8.3923	-0.3357	-2.3499	-8.728	-5.8746	-11.0779	62	242	141	2	1	2
7.0496	8.3923	6.0425	5.0354	3.0212	0.6714	1.3428	-5.5389	-2.0142	-1.8463	-16.449	0.5035	-8.2245	-0.6714	-2.6855	-8.8959	-6.0425	-11.2457	62	243	142	2	1	2
7.2174	8.3923	6.2103	5.0354	2.6855	0.6714	1.1749	-5.8746	-1.8463	-2.0142	-16.2811	0.8392	-8.0566	-0.6714	-2.8534	-9.0637	-6.2103	-11.2457	62	244	143	2	1	2
7.5531	8.3923	6.2103	5.2032	2.3499	0.6714	1.1749	-6.0425	-1.5106	-2.182	-16.2811	1.1749	-7.8888	-0.8392	-3.0212	-8.8959	-6.3782	-11.2457	62	245	144	2	1	2
7.5531	8.2245	6.0425	5.2032	1.8463	0.5035	1.0071	-6.3782	-1.5106	-2.3499	-16.1133	1.5106	-7.8888	-0.8392	-3.3569	-8.8959	-6.546	-11.2457	62	246	145	2	1	2
7.3853	7.8888	5.7068	5.0354	1.3428	0.1678	0.6714	-6.7139	-1.5106	-2.6855	-15.9454	1.6785	-7.8888	-0.8392	-3.6926	-8.8959	-6.7139	-11.0779	62	247	146	2	1	2
7.0496	7.5531	5.2032	4.6997	0.6714	-0.1678	0.1678	-7.2174	-1.5106	-3.0212	-15.9454	1.8463	-7.8888	-0.8392	-4.0283	-8.8959	-7.0496	-10.91	62	248	147	2	1	2
6.546	7.0496	4.6997	4.1962	-0.3357	-0.8392	-0.5035	-7.8888	-1.8463	-3.5248	-15.7776	1.8463	-8.0566	-0.8392	-4.364	-8.8959	-7.2174	-10.5743	62	249	148	2	1	2
5.8746	6.3782	4.1962	3.8605	-1.0071	-1.3428	-1.0071	-8.3923	-2.0142	-3.8605	-15.6097	1.8463	-8.0566	-0.8392	-4.6997	-8.8959	-7.5531	-10.4065	62	250	149	2	1	2
5.3711	5.7068	3.5248	3.3569	-2.0142	-1.6785	-1.5106	-8.8959	-2.182	-4.1962	-15.7776	1.8463	-8.2245	-1.0071	-5.0354	-8.728	-7.7209	-10.2386	62	251	150	2	1	2
4.364	4.8676	2.5177	2.6855	-2.8534	-2.3499	-2.182	-9.3994	-2.6855	-4.6997	-15.7776	1.5106	-8.5602	-1.0071	-5.5389	-8.8959	-8.0566	-9.7351	62	252	151	2	1	2
