"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
2.8534	5.0354	3.0212	12.2528	3.1891	3.0212	12.5885	1.8463	3.0212	6.3782	0.6714	1.5106	5.7068	-0.8392	0.1678	5.3711	2.0142	-0.1678	43	231	130	2	1	2
3.0212	5.0354	3.3569	11.9171	3.3569	3.3569	12.4207	2.3499	3.3569	6.3782	1.1749	1.8463	5.8746	-1.0071	-0.1678	6.2103	1.8463	0.3357	43	232	131	2	1	2
2.8534	4.8676	3.3569	11.2457	3.5248	3.6926	11.9171	2.6855	3.5248	6.0425	1.3428	2.0142	5.5389	-1.0071	-0.3357	7.0496	1.6785	0.5035	43	233	132	2	1	2
3.0212	4.8676	3.6926	10.7422	4.0283	4.0283	11.4136	3.1891	3.8605	5.7068	1.8463	2.182	5.5389	-1.0071	-0.5035	7.8888	1.6785	1.0071	43	234	133	2	1	2
3.1891	5.0354	4.0283	10.0708	4.364	4.1962	10.91	3.6926	4.0283	5.3711	2.182	2.3499	5.2032	-1.1749	-1.0071	8.8959	1.3428	1.3428	43	235	134	2	1	2
3.1891	4.8676	4.0283	9.2316	4.6997	4.1962	10.0708	3.8605	4.1962	4.6997	2.5177	2.3499	4.8676	-1.1749	-1.1749	9.3994	1.3428	1.6785	43	236	135	2	1	2
3.1891	5.2032	4.1962	8.5602	5.0354	4.364	9.2316	4.364	4.1962	4.1962	2.8534	2.3499	4.5319	-1.1749	-1.5106	10.0708	1.1749	2.0142	43	237	136	2	1	2
3.1891	5.2032	4.364	7.7209	5.3711	4.364	8.5602	4.6997	4.1962	3.6926	2.8534	2.3499	4.0283	-1.3428	-2.0142	10.5743	0.6714	2.3499	43	238	137	2	1	2
3.3569	5.2032	4.364	7.0496	5.5389	4.5319	7.7209	4.8676	4.1962	3.0212	3.1891	2.3499	3.6926	-1.3428	-2.3499	10.91	0.5035	2.6855	43	239	138	2	1	2
3.5248	5.3711	4.5319	6.3782	6.0425	4.364	6.8817	5.0354	4.0283	2.3499	3.3569	2.3499	3.1891	-1.3428	-2.6855	11.0779	0.3357	2.6855	43	240	139	2	1	2
