"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-8.728	-6.8817	-7.7209	-4.8676	-4.0283	-9.3994	-5.8746	-3.1891	-3.5248	-1.8463	-4.6997	-4.6997	-0.8392	-2.182	0.5035	-0.1678	0.8392	-2.3499	53	231	130	1	1	2
-9.0637	-6.8817	-7.8888	-5.0354	-4.1962	-9.5673	-5.8746	-3.1891	-3.5248	-2.0142	-4.5319	-4.6997	-0.8392	-2.3499	0.5035	0	0.8392	-2.182	53	232	131	1	1	2
-9.2316	-6.8817	-7.7209	-5.0354	-4.1962	-9.5673	-5.8746	-3.1891	-3.5248	-1.8463	-4.364	-4.5319	-0.6714	-2.3499	0.5035	0.1678	0.8392	-1.8463	53	233	132	1	1	2
-9.0637	-6.8817	-7.5531	-5.2032	-4.0283	-9.903	-6.0425	-3.0212	-3.6926	-2.0142	-4.0283	-4.364	-0.5035	-2.3499	0.5035	0.1678	0.6714	-1.3428	53	234	133	1	1	2
-9.2316	-6.7139	-7.5531	-5.0354	-3.8605	-9.7351	-5.8746	-2.8534	-3.5248	-1.8463	-3.5248	-4.1962	-0.1678	-2.3499	0.8392	0.5035	0.8392	-0.8392	53	235	134	1	1	2
-9.2316	-6.7139	-7.3853	-5.0354	-3.6926	-9.7351	-5.7068	-2.6855	-3.3569	-1.5106	-3.0212	-4.0283	0.1678	-2.3499	1.0071	0.6714	1.0071	-0.3357	53	236	135	1	1	2
-9.2316	-6.546	-7.2174	-5.0354	-3.5248	-9.5673	-5.3711	-2.5177	-3.0212	-1.3428	-2.5177	-3.6926	0.3357	-2.3499	1.3428	1.0071	1.1749	0	53	237	136	1	1	2
-9.3994	-6.546	-7.2174	-5.0354	-3.5248	-9.5673	-5.2032	-2.5177	-2.8534	-1.0071	-2.0142	-3.6926	0.5035	-2.5177	1.5106	1.1749	1.3428	0.3357	53	238	137	1	1	2
-9.3994	-6.3782	-7.0496	-4.8676	-3.1891	-9.3994	-5.0354	-2.5177	-2.5177	-0.8392	-1.6785	-3.3569	0.8392	-2.5177	1.8463	1.5106	1.5106	0.8392	53	239	138	1	1	2
-9.3994	-6.2103	-6.8817	-4.8676	-3.0212	-9.3994	-5.0354	-2.3499	-2.5177	-0.6714	-1.5106	-3.3569	1.0071	-2.5177	1.8463	1.6785	1.6785	1.3428	53	240	139	1	1	2
-9.3994	-6.2103	-6.7139	-5.2032	-2.8534	-9.3994	-5.0354	-2.3499	-2.5177	-0.8392	-1.3428	-3.5248	1.0071	-2.6855	1.6785	1.6785	1.6785	1.5106	53	241	140	1	1	2
-9.3994	-6.0425	-6.8817	-5.2032	-2.6855	-9.3994	-4.8676	-2.3499	-2.5177	-0.8392	-1.3428	-3.5248	1.0071	-2.8534	1.5106	1.6785	1.6785	1.6785	53	242	141	1	1	2
-9.5673	-6.2103	-6.7139	-5.0354	-2.8534	-9.2316	-4.6997	-2.3499	-2.3499	-0.6714	-1.1749	-3.5248	1.0071	-3.0212	1.5106	1.8463	1.6785	1.6785	53	243	142	1	1	2
