"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-1.1749	-10.4065	-0.5035	2.6855	-10.2386	-3.1891	5.2032	-10.91	0.6714	6.7139	-5.0354	0	7.5531	14.9384	5.7068	-2.5177	5.2032	-5.2032	1	231	130	2	1	2
-1.3428	-10.0708	-0.6714	2.5177	-9.903	-3.1891	5.0354	-10.91	0.5035	6.546	-5.3711	-0.1678	6.8817	15.6097	4.8676	-2.5177	5.0354	-5.7068	1	232	131	2	1	2
-1.6785	-10.0708	-1.0071	2.182	-9.903	-3.5248	4.6997	-10.91	0.1678	5.7068	-5.7068	-0.5035	5.8746	16.1133	3.8605	-2.3499	4.8676	-6.2103	1	233	132	2	1	2
-1.6785	-9.7351	-1.1749	2.0142	-9.5673	-3.5248	4.1962	-10.7422	0	5.3711	-6.0425	-0.8392	4.8676	16.2811	2.8534	-2.5177	4.364	-6.546	1	234	133	2	1	2
-2.0142	-9.7351	-1.5106	1.5106	-9.3994	-3.6926	3.8605	-10.91	-0.3357	4.6997	-6.2103	-1.1749	4.0283	16.449	1.8463	-2.182	4.0283	-6.7139	1	235	134	2	1	2
-2.3499	-9.5673	-1.8463	1.1749	-9.2316	-4.0283	3.3569	-10.7422	-0.6714	3.8605	-6.3782	-1.5106	2.8534	16.2811	0.5035	-2.0142	3.5248	-6.8817	1	236	135	2	1	2
-2.5177	-9.5673	-2.182	1.0071	-8.8959	-4.1962	3.0212	-10.4065	-0.8392	3.5248	-6.2103	-1.5106	2.182	15.7776	-0.1678	-1.5106	3.1891	-6.546	1	237	136	2	1	2
-2.6855	-9.5673	-2.3499	0.6714	-8.8959	-4.364	2.6855	-10.0708	-1.0071	3.0212	-5.7068	-1.3428	1.5106	15.4419	-0.8392	-0.8392	2.8534	-6.2103	1	238	137	2	1	2
-2.8534	-9.5673	-2.5177	0.5035	-8.728	-4.5319	2.3499	-9.903	-1.1749	2.5177	-5.5389	-1.3428	1.0071	14.6027	-1.5106	0	2.5177	-5.8746	1	239	138	2	1	2
-2.8534	-9.7351	-2.8534	0.1678	-8.5602	-4.6997	2.182	-9.3994	-1.1749	2.182	-5.0354	-1.1749	0.6714	13.5956	-2.0142	0.5035	2.0142	-5.2032	1	240	139	2	1	2
-2.8534	-9.5673	-3.0212	0.1678	-8.5602	-5.0354	1.8463	-9.0637	-1.3428	1.8463	-4.8676	-1.0071	0.1678	12.5885	-2.3499	1.0071	1.5106	-4.6997	1	241	140	2	1	2
-3.0212	-9.903	-3.3569	-0.1678	-8.5602	-5.3711	1.5106	-8.5602	-1.6785	1.3428	-4.364	-0.8392	-0.1678	11.7493	-2.6855	1.8463	1.3428	-4.1962	1	242	141	2	1	2
-3.1891	-10.0708	-3.5248	-0.3357	-8.5602	-5.7068	1.3428	-8.3923	-1.6785	1.0071	-4.0283	-0.6714	-0.5035	10.7422	-3.0212	2.3499	1.0071	-3.6926	1	243	142	2	1	2
-3.1891	-10.2386	-3.8605	-0.3357	-8.3923	-5.8746	1.1749	-8.0566	-1.8463	0.8392	-3.5248	-0.5035	-0.8392	10.0708	-3.0212	3.0212	0.5035	-3.0212	1	244	143	2	1	2
-3.1891	-10.2386	-3.8605	-0.3357	-8.3923	-6.0425	1.0071	-7.3853	-2.0142	0.6714	-3.1891	-0.3357	-0.8392	9.0637	-3.0212	3.5248	0.5035	-2.5177	1	245	144	2	1	2
-3.1891	-10.4065	-4.1962	-0.5035	-8.5602	-6.546	0.6714	-7.2174	-2.182	0.1678	-2.6855	-0.1678	-1.0071	8.2245	-2.8534	4.1962	0.3357	-2.0142	1	246	145	2	1	2
-3.1891	-10.4065	-4.364	-0.3357	-8.5602	-6.8817	0.6714	-6.8817	-2.5177	-0.1678	-2.3499	0	-1.0071	7.2174	-2.8534	4.6997	0.1678	-1.6785	1	247	146	2	1	2
-3.1891	-10.4065	-4.5319	-0.5035	-8.5602	-7.0496	0.5035	-6.546	-2.5177	-0.3357	-1.8463	0.1678	-1.1749	5.7068	-2.5177	5.0354	0.3357	-1.0071	1	248	147	2	1	2
-3.0212	-10.4065	-4.5319	-0.1678	-8.3923	-7.2174	0.5035	-6.0425	-2.5177	-0.3357	-1.6785	0.5035	-0.8392	4.1962	-2.0142	5.5389	0.5035	-0.6714	1	249	148	2	1	2
