"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-12.085	-11.9171	-12.2528	-8.8959	-7.0496	-6.3782	-5.8746	-2.5177	-4.5319	-3.6926	-2.3499	-2.8534	1.6785	-0.5035	-2.3499	-5.0354	-5.5389	-0.5035	64	231	130	1	1	2
-11.4136	-11.2457	-11.5814	-8.0566	-6.546	-5.8746	-5.5389	-2.182	-4.0283	-3.1891	-2.0142	-2.3499	2.182	-0.5035	-2.182	-4.5319	-5.0354	-0.1678	64	232	131	1	1	2
-10.5743	-10.5743	-11.0779	-7.3853	-6.0425	-5.3711	-4.8676	-1.6785	-3.5248	-2.6855	-1.6785	-2.0142	2.5177	-0.5035	-2.0142	-4.0283	-4.5319	0.1678	64	233	132	1	1	2
-10.0708	-10.2386	-10.4065	-6.7139	-5.7068	-4.8676	-4.364	-1.3428	-3.1891	-2.182	-1.3428	-1.6785	3.0212	-0.5035	-1.8463	-3.6926	-3.8605	0.3357	64	234	133	1	1	2
-9.3994	-9.7351	-9.903	-6.2103	-5.3711	-4.5319	-3.8605	-1.1749	-2.8534	-2.0142	-1.0071	-1.3428	3.1891	-0.5035	-1.6785	-3.1891	-3.6926	0.3357	64	235	134	1	1	2
-8.8959	-9.2316	-9.3994	-5.7068	-5.0354	-4.1962	-3.3569	-0.8392	-2.5177	-1.6785	-0.8392	-1.1749	3.1891	-0.5035	-1.5106	-2.8534	-3.3569	0.5035	64	236	135	1	1	2
-8.5602	-9.0637	-8.728	-5.5389	-4.8676	-4.0283	-3.1891	-0.6714	-2.5177	-1.5106	-1.0071	-1.0071	3.3569	-0.5035	-1.5106	-2.6855	-3.0212	0.5035	64	237	136	1	1	2
-8.3923	-8.8959	-8.5602	-5.0354	-4.8676	-3.6926	-3.0212	-0.5035	-2.182	-1.1749	-0.8392	-1.0071	3.5248	-0.3357	-1.3428	-2.6855	-2.6855	0.6714	64	238	137	1	1	2
-8.0566	-8.5602	-8.0566	-5.0354	-4.5319	-3.6926	-2.8534	-0.5035	-2.182	-1.3428	-0.8392	-1.0071	3.1891	-0.3357	-1.5106	-2.3499	-2.8534	0.6714	64	239	138	1	1	2
-7.8888	-8.5602	-7.8888	-5.0354	-4.6997	-3.6926	-2.6855	-0.6714	-2.3499	-1.3428	-1.0071	-1.1749	3.0212	-0.3357	-1.6785	-2.3499	-2.8534	0.5035	64	240	139	1	1	2
-7.8888	-8.5602	-7.7209	-4.6997	-4.6997	-3.5248	-2.8534	-0.8392	-2.3499	-1.5106	-1.1749	-1.0071	3.0212	-0.1678	-1.5106	-2.3499	-2.6855	0.3357	64	241	140	1	1	2
-7.8888	-8.3923	-7.7209	-4.8676	-4.8676	-3.5248	-3.0212	-1.1749	-2.5177	-1.6785	-1.3428	-1.3428	2.5177	-0.1678	-1.8463	-2.6855	-3.0212	0	64	242	141	1	1	2
-7.5531	-8.2245	-7.3853	-5.0354	-4.8676	-3.6926	-3.0212	-1.1749	-2.6855	-1.6785	-1.5106	-1.6785	2.182	-0.1678	-2.0142	-2.5177	-3.1891	-0.1678	64	243	142	1	1	2
-7.5531	-8.0566	-7.2174	-4.8676	-4.8676	-3.5248	-3.0212	-1.3428	-2.6855	-1.8463	-1.5106	-1.6785	2.182	0	-2.0142	-2.6855	-3.1891	-0.1678	64	244	143	1	1	2
-7.2174	-7.8888	-6.8817	-5.0354	-4.8676	-3.5248	-3.0212	-1.3428	-2.6855	-2.0142	-1.6785	-1.8463	1.8463	0	-2.0142	-2.6855	-3.1891	-0.5035	64	245	144	1	1	2
-6.8817	-7.7209	-6.7139	-4.6997	-4.6997	-3.3569	-3.0212	-1.5106	-2.6855	-2.0142	-1.8463	-2.0142	1.5106	0.1678	-2.0142	-2.6855	-3.3569	-0.3357	64	246	145	1	1	2
-6.3782	-7.3853	-6.2103	-4.6997	-4.364	-3.3569	-2.8534	-1.3428	-2.6855	-2.0142	-1.8463	-2.0142	1.3428	0.3357	-2.0142	-2.5177	-3.3569	-0.5035	64	247	146	1	1	2
-6.0425	-7.0496	-5.8746	-4.6997	-4.1962	-3.1891	-2.6855	-1.3428	-2.6855	-2.0142	-2.0142	-2.182	1.1749	0.3357	-2.182	-2.3499	-3.5248	-0.5035	64	248	147	1	1	2
-5.3711	-6.7139	-5.5389	-4.364	-3.8605	-3.0212	-2.5177	-1.3428	-2.6855	-2.0142	-2.0142	-2.182	1.0071	0.3357	-2.182	-2.3499	-3.5248	-0.5035	64	249	148	1	1	2
-4.8676	-6.2103	-5.2032	-4.1962	-3.6926	-2.8534	-2.5177	-1.3428	-2.5177	-2.0142	-1.8463	-2.182	1.0071	0.3357	-2.0142	-2.182	-3.5248	-0.5035	64	250	149	1	1	2
-4.1962	-5.8746	-4.6997	-3.8605	-3.3569	-2.5177	-2.3499	-1.1749	-2.5177	-2.0142	-1.8463	-2.182	0.8392	0.3357	-2.0142	-2.0142	-3.5248	-0.3357	64	251	150	1	1	2
-3.6926	-5.5389	-4.5319	-3.5248	-3.1891	-2.3499	-2.3499	-1.3428	-2.3499	-2.0142	-1.8463	-2.3499	0.6714	0.1678	-2.0142	-1.8463	-3.5248	-0.1678	64	252	151	1	1	2
-3.0212	-5.0354	-4.0283	-3.0212	-2.8534	-2.182	-2.0142	-1.1749	-2.5177	-2.0142	-2.0142	-2.5177	0.5035	0	-1.8463	-1.6785	-3.6926	-0.3357	64	253	152	1	1	2
-2.5177	-4.6997	-3.8605	-2.8534	-2.6855	-2.0142	-2.0142	-1.3428	-2.5177	-2.182	-2.182	-2.6855	0.3357	-0.1678	-1.8463	-1.6785	-3.8605	-0.3357	64	254	153	1	1	2
-2.0142	-4.364	-3.5248	-2.5177	-2.5177	-2.0142	-1.8463	-1.3428	-2.5177	-2.182	-2.3499	-2.8534	0.1678	-0.3357	-1.8463	-1.5106	-3.8605	-0.3357	64	255	154	1	1	2
-1.5106	-4.0283	-3.1891	-2.3499	-2.3499	-1.6785	-1.8463	-1.3428	-2.6855	-2.182	-2.5177	-3.1891	0	-0.5035	-1.8463	-1.5106	-4.0283	-0.5035	64	256	155	1	1	2
-1.1749	-3.5248	-2.8534	-2.0142	-2.182	-1.5106	-1.6785	-1.5106	-2.5177	-2.182	-2.6855	-3.1891	0	-0.6714	-1.8463	-1.3428	-4.0283	-0.6714	64	257	156	1	1	2
-0.6714	-3.1891	-2.5177	-1.6785	-2.0142	-1.3428	-1.5106	-1.3428	-2.5177	-2.182	-2.6855	-3.3569	-0.1678	-0.8392	-1.8463	-1.3428	-3.8605	-0.8392	64	258	157	1	1	2
-0.1678	-2.8534	-2.3499	-1.3428	-1.6785	-1.1749	-1.0071	-1.5106	-2.3499	-2.0142	-2.6855	-3.3569	-0.1678	-0.8392	-1.6785	-1.3428	-3.6926	-0.8392	64	259	158	1	1	2
0.3357	-2.3499	-1.8463	-0.6714	-1.5106	-1.0071	-0.6714	-1.3428	-2.3499	-1.8463	-3.0212	-3.5248	-0.3357	-1.0071	-1.6785	-1.1749	-3.6926	-1.0071	64	260	159	1	1	2
0.6714	-2.182	-1.8463	-0.5035	-1.5106	-0.8392	-0.5035	-1.5106	-2.3499	-1.6785	-3.0212	-3.5248	-0.3357	-1.0071	-1.6785	-1.1749	-3.5248	-1.1749	64	261	160	1	1	2
1.3428	-1.8463	-1.3428	0.1678	-1.1749	-0.5035	0	-1.3428	-2.182	-1.5106	-3.1891	-3.5248	-0.3357	-1.0071	-1.5106	-1.0071	-3.3569	-1.3428	64	262	161	1	1	2
1.6785	-1.6785	-1.1749	0.5035	-1.0071	-0.3357	0.1678	-1.5106	-2.0142	-1.3428	-3.1891	-3.5248	-0.1678	-0.8392	-1.3428	-1.0071	-3.0212	-1.3428	64	263	162	1	1	2
2.0142	-1.3428	-0.8392	1.0071	-0.8392	0	0.6714	-1.5106	-1.8463	-1.0071	-3.3569	-3.5248	0	-0.6714	-1.1749	-1.0071	-2.6855	-1.5106	64	264	163	1	1	2
2.3499	-1.1749	-0.6714	1.3428	-0.8392	0.1678	1.0071	-1.5106	-1.8463	-0.8392	-3.5248	-3.5248	0	-0.5035	-1.0071	-1.0071	-2.5177	-1.6785	64	265	164	1	1	2
2.6855	-1.0071	-0.3357	1.6785	-0.8392	0.5035	1.1749	-1.3428	-1.8463	-0.6714	-3.6926	-3.6926	0	-0.3357	-0.8392	-0.8392	-2.182	-2.0142	64	266	165	1	1	2
2.8534	-1.0071	-0.3357	2.0142	-0.8392	0.6714	1.3428	-1.6785	-1.6785	-0.5035	-3.8605	-3.5248	0	0	-0.6714	-0.8392	-2.0142	-2.0142	64	267	166	1	1	2
3.0212	-1.0071	-0.3357	2.182	-0.8392	0.6714	1.5106	-1.8463	-2.0142	-0.5035	-4.1962	-3.8605	-0.1678	0.1678	-0.6714	-0.8392	-1.6785	-2.182	64	268	167	1	1	2
3.1891	-0.8392	-0.1678	2.5177	-0.8392	0.8392	1.8463	-1.8463	-2.182	-0.5035	-4.364	-4.1962	-0.3357	0.5035	-0.6714	-0.6714	-1.5106	-2.5177	64	269	168	1	1	2
