"Electrode"	"AvgAmp"	"Condition"	"Subject"	"faceRace"	"FixArea"
"FZ"	2.469584	"Black_eyes"	1	"Black"	"eyes"
"FC3"	2.540343	"Black_eyes"	1	"Black"	"eyes"
"FCZ"	4.094735	"Black_eyes"	1	"Black"	"eyes"
"FC4"	3.559008	"Black_eyes"	1	"Black"	"eyes"
"C3"	4.54022	"Black_eyes"	1	"Black"	"eyes"
"CZ"	5.41842	"Black_eyes"	1	"Black"	"eyes"
"C4"	4.344794	"Black_eyes"	1	"Black"	"eyes"
"CP3"	5.242477	"Black_eyes"	1	"Black"	"eyes"
"CPZ"	5.897013	"Black_eyes"	1	"Black"	"eyes"
"CP4"	5.29474	"Black_eyes"	1	"Black"	"eyes"
"P3"	4.493552	"Black_eyes"	1	"Black"	"eyes"
"PZ"	4.697008	"Black_eyes"	1	"Black"	"eyes"
"P4"	4.600381	"Black_eyes"	1	"Black"	"eyes"
"OZ"	2.648291	"Black_eyes"	1	"Black"	"eyes"
"FP1"	1.858359	"Black_eyes"	1	"Black"	"eyes"
"FP2"	-0.443773	"Black_eyes"	1	"Black"	"eyes"
"A2"	-0.805862	"Black_eyes"	1	"Black"	"eyes"
"P8/T6"	1.747054	"Black_eyes"	1	"Black"	"eyes"
"TP7"	0.891365	"Black_eyes"	1	"Black"	"eyes"
"TP8"	1.699793	"Black_eyes"	1	"Black"	"eyes"
"P7/T5"	0.793684	"Black_eyes"	1	"Black"	"eyes"
"VEOG"	-4.644153	"Black_eyes"	1	"Black"	"eyes"
"HEOG"	-0.296068	"Black_eyes"	1	"Black"	"eyes"
"Nose"	3.056126	"Black_eyes"	1	"Black"	"eyes"
"FZ"	1.666528	"Black_fore"	1	"Black"	"fore"
"FC3"	3.187732	"Black_fore"	1	"Black"	"fore"
"FCZ"	1.977442	"Black_fore"	1	"Black"	"fore"
"FC4"	3.057701	"Black_fore"	1	"Black"	"fore"
"C3"	4.030385	"Black_fore"	1	"Black"	"fore"
"CZ"	3.332541	"Black_fore"	1	"Black"	"fore"
"C4"	3.69353	"Black_fore"	1	"Black"	"fore"
"CP3"	3.543623	"Black_fore"	1	"Black"	"fore"
"CPZ"	3.684496	"Black_fore"	1	"Black"	"fore"
"CP4"	4.341299	"Black_fore"	1	"Black"	"fore"
"P3"	3.766193	"Black_fore"	1	"Black"	"fore"
"PZ"	4.544767	"Black_fore"	1	"Black"	"fore"
"P4"	4.373822	"Black_fore"	1	"Black"	"fore"
"OZ"	-1.971698	"Black_fore"	1	"Black"	"fore"
"FP1"	2.511828	"Black_fore"	1	"Black"	"fore"
"FP2"	-0.379898	"Black_fore"	1	"Black"	"fore"
"A2"	-0.225215	"Black_fore"	1	"Black"	"fore"
"P8/T6"	1.523526	"Black_fore"	1	"Black"	"fore"
"TP7"	1.174152	"Black_fore"	1	"Black"	"fore"
"TP8"	0.660674	"Black_fore"	1	"Black"	"fore"
"P7/T5"	1.572506	"Black_fore"	1	"Black"	"fore"
"VEOG"	-5.171756	"Black_fore"	1	"Black"	"fore"
"HEOG"	-0.857302	"Black_fore"	1	"Black"	"fore"
"Nose"	2.711359	"Black_fore"	1	"Black"	"fore"
"FZ"	7.066956	"White_eyes"	1	"White"	"eyes"
"FC3"	7.205922	"White_eyes"	1	"White"	"eyes"
"FCZ"	8.664019	"White_eyes"	1	"White"	"eyes"
"FC4"	7.733507	"White_eyes"	1	"White"	"eyes"
"C3"	8.514172	"White_eyes"	1	"White"	"eyes"
"CZ"	9.433534	"White_eyes"	1	"White"	"eyes"
