"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
3.3569	-2.0142	0.1678	2.3499	-3.3569	-9.2316	5.5389	-2.182	-2.0142	6.8817	4.8676	0.5035	12.4207	-5.5389	17.2882	10.5743	13.2599	15.6097	7	231	130	1	1	2
3.5248	-1.8463	0.3357	2.3499	-3.3569	-9.2316	5.8746	-2.182	-2.0142	7.3853	4.6997	0.5035	12.7563	-5.3711	18.1274	10.5743	14.267	15.6097	7	232	131	1	1	2
3.6926	-1.6785	0.5035	2.3499	-3.0212	-9.0637	6.2103	-2.182	-1.8463	8.2245	4.5319	0.5035	13.2599	-5.2032	18.7988	10.0708	15.4419	15.6097	7	233	132	1	1	2
4.0283	-1.5106	0.6714	2.3499	-3.0212	-9.0637	6.3782	-2.3499	-1.8463	8.5602	4.0283	0.3357	13.4277	-5.0354	19.3024	9.5673	16.2811	15.274	7	234	133	1	1	2
4.364	-1.5106	0.6714	2.182	-3.0212	-8.8959	6.546	-2.5177	-1.8463	8.728	3.5248	0	13.7634	-4.6997	19.8059	9.0637	17.2882	14.7705	7	235	134	1	1	2
4.6997	-1.0071	1.1749	2.3499	-2.6855	-8.5602	6.7139	-2.3499	-1.6785	9.0637	3.3569	0.1678	13.7634	-4.364	20.3094	8.5602	18.2953	14.6027	7	236	135	1	1	2
4.6997	-0.8392	1.5106	2.3499	-2.5177	-8.3923	6.8817	-2.5177	-1.3428	9.3994	3.0212	0	13.5956	-4.1962	20.6451	7.8888	19.1345	14.267	7	237	136	1	1	2
4.8676	-0.5035	1.8463	2.3499	-2.182	-7.8888	7.0496	-2.5177	-1.1749	9.903	2.6855	0	13.5956	-3.8605	20.9808	7.3853	19.9738	13.9313	7	238	137	1	1	2
5.2032	-0.1678	2.0142	2.3499	-2.0142	-7.5531	7.2174	-2.5177	-1.0071	10.0708	2.5177	-0.1678	13.4277	-3.5248	21.3165	6.8817	20.4773	13.5956	7	239	138	1	1	2
5.2032	0.1678	2.5177	2.5177	-1.6785	-7.0496	7.5531	-2.3499	-0.6714	10.4065	2.182	-0.1678	13.4277	-3.3569	21.4844	6.2103	21.1487	13.5956	7	240	139	1	1	2
5.3711	0.5035	2.8534	2.6855	-1.3428	-6.546	8.0566	-2.3499	-0.5035	10.4065	1.8463	-0.1678	13.2599	-3.0212	21.8201	5.8746	21.8201	13.4277	7	241	140	1	1	2
5.0354	0.8392	3.5248	3.0212	-0.8392	-6.0425	8.3923	-2.182	0	10.91	1.8463	-0.1678	13.2599	-2.8534	21.8201	5.5389	22.4915	13.4277	7	242	141	1	1	2
4.8676	1.1749	3.6926	3.1891	-0.6714	-5.7068	8.5602	-2.182	0.1678	11.0779	1.6785	-0.1678	12.9242	-2.6855	21.9879	5.3711	22.8271	13.4277	7	243	142	1	1	2
4.6997	1.3428	4.1962	3.3569	-0.1678	-5.0354	9.0637	-2.0142	0.3357	11.4136	1.6785	-0.1678	12.7563	-2.5177	21.9879	5.2032	23.1628	13.4277	7	244	143	1	1	2
4.5319	1.6785	4.364	3.6926	0.1678	-4.5319	9.5673	-1.8463	0.8392	11.5814	1.6785	0	12.5885	-2.3499	21.9879	5.0354	23.6664	13.4277	7	245	144	1	1	2
4.1962	1.6785	4.5319	3.8605	0.3357	-4.364	9.7351	-1.8463	1.0071	11.5814	1.5106	0	12.2528	-2.3499	21.9879	4.6997	23.8342	13.4277	7	246	145	1	1	2
4.364	1.8463	4.6997	4.0283	0.6714	-4.0283	10.2386	-1.8463	1.1749	11.5814	1.3428	0	12.085	-2.182	21.9879	4.8676	24.1699	13.2599	7	247	146	1	1	2
4.0283	2.0142	5.0354	4.364	1.0071	-3.6926	10.5743	-1.6785	1.1749	11.7493	1.3428	0.1678	11.9171	-2.182	21.8201	5.0354	24.1699	13.4277	7	248	147	1	1	2
3.8605	2.182	5.3711	4.6997	1.5106	-3.1891	10.91	-1.5106	1.5106	11.9171	1.3428	0.3357	11.7493	-2.182	21.8201	5.0354	24.5056	13.5956	7	249	148	1	1	2
3.8605	2.182	5.5389	4.8676	1.6785	-3.0212	11.2457	-1.3428	1.8463	11.9171	1.3428	0.3357	11.4136	-2.182	21.4844	5.2032	24.5056	13.5956	7	250	149	1	1	2
3.8605	2.182	5.7068	5.0354	2.0142	-2.8534	11.5814	-1.3428	1.8463	11.7493	1.3428	0.1678	10.91	-2.0142	21.3165	5.5389	24.3378	13.7634	7	251	150	1	1	2
3.8605	2.182	6.0425	5.3711	2.182	-2.6855	11.5814	-1.1749	2.0142	11.5814	1.3428	0	10.5743	-2.0142	20.9808	5.8746	24.3378	13.9313	7	252	151	1	1	2
