"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-5.7068	-3.1891	-3.1891	-4.5319	1.1749	-6.546	-4.0283	0.1678	-2.182	-0.6714	-0.5035	-4.8676	-0.6714	-3.6926	-2.6855	4.6997	1.0071	5.0354	53	261	160	1	1	2
-5.7068	-3.1891	-3.3569	-4.6997	1.1749	-6.7139	-4.1962	0.1678	-2.3499	-0.8392	-0.5035	-4.8676	-0.8392	-3.8605	-3.0212	4.8676	0.8392	5.0354	53	262	161	1	1	2
-5.5389	-3.1891	-3.5248	-4.8676	1.1749	-6.8817	-4.364	0.1678	-2.5177	-1.0071	-0.5035	-5.0354	-1.0071	-3.8605	-3.3569	5.0354	0.5035	5.0354	53	263	162	1	1	2
-5.7068	-3.1891	-3.6926	-5.2032	1.0071	-7.0496	-4.5319	0	-2.6855	-1.3428	-0.6714	-5.2032	-1.3428	-4.0283	-3.6926	5.2032	0.1678	4.8676	53	264	163	1	1	2
-5.8746	-3.3569	-4.0283	-5.5389	0.8392	-7.3853	-4.8676	-0.1678	-2.8534	-1.6785	-0.8392	-5.3711	-1.5106	-4.1962	-4.0283	5.2032	-0.1678	4.5319	53	265	164	1	1	2
-6.0425	-3.5248	-4.0283	-5.5389	0.8392	-7.5531	-4.8676	-0.1678	-3.0212	-1.6785	-1.0071	-5.3711	-1.6785	-4.364	-4.0283	5.2032	-0.1678	4.1962	53	266	165	1	1	2
-6.2103	-3.6926	-4.364	-5.8746	0.8392	-7.7209	-5.2032	-0.5035	-3.3569	-2.0142	-1.3428	-5.7068	-2.0142	-4.364	-4.364	5.3711	-0.5035	3.5248	53	267	166	1	1	2
-6.3782	-3.8605	-4.5319	-6.2103	0.6714	-7.7209	-5.2032	-0.8392	-3.5248	-2.182	-1.6785	-5.8746	-2.182	-4.5319	-4.364	5.2032	-0.6714	2.8534	53	268	167	1	1	2
-6.546	-4.0283	-4.6997	-6.3782	0.3357	-8.0566	-5.2032	-1.0071	-3.6926	-2.3499	-2.0142	-6.0425	-2.3499	-4.5319	-4.364	5.0354	-0.6714	2.5177	53	269	168	1	1	2
-6.7139	-4.1962	-5.0354	-6.546	0.1678	-8.2245	-5.3711	-1.3428	-3.8605	-2.5177	-2.3499	-6.3782	-2.5177	-4.5319	-4.5319	4.8676	-0.8392	1.8463	53	270	169	1	1	2
