"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-24.3378	-21.3165	-20.3094	-13.9313	-18.631	-12.7563	-6.7139	-12.2528	-12.9242	-6.2103	-5.5389	-6.3782	-1.3428	1.5106	0.1678	-8.5602	-8.8959	-7.5531	47	231	130	1	1	2
-24.5056	-21.1487	-20.1416	-13.9313	-18.4631	-12.2528	-6.2103	-12.2528	-12.5885	-5.8746	-5.7068	-6.3782	-1.3428	1.6785	-0.1678	-8.8959	-8.5602	-8.0566	47	232	131	1	1	2
-24.5056	-20.9808	-19.8059	-14.0991	-18.2953	-11.7493	-5.8746	-12.085	-12.2528	-5.5389	-6.0425	-6.546	-1.5106	1.6785	-0.5035	-9.0637	-8.5602	-8.3923	47	233	132	1	1	2
-24.1699	-20.4773	-19.1345	-13.9313	-17.7917	-10.91	-5.3711	-11.9171	-11.9171	-5.3711	-6.2103	-6.7139	-1.6785	1.8463	-0.8392	-9.2316	-8.3923	-9.0637	47	234	133	1	1	2
-23.8342	-20.1416	-18.4631	-13.5956	-17.2882	-10.0708	-5.0354	-11.5814	-11.2457	-5.0354	-6.3782	-6.8817	-1.8463	1.8463	-1.3428	-9.2316	-8.5602	-9.3994	47	235	134	1	1	2
-23.4985	-19.4702	-17.7917	-13.5956	-16.6168	-9.5673	-4.5319	-11.0779	-10.5743	-4.5319	-6.2103	-6.7139	-1.8463	1.6785	-1.8463	-9.0637	-8.3923	-9.5673	47	236	135	1	1	2
-22.8271	-18.7988	-17.1204	-13.092	-15.7776	-8.5602	-3.6926	-10.7422	-10.2386	-4.1962	-6.2103	-6.7139	-2.0142	1.6785	-2.3499	-9.0637	-8.3923	-9.903	47	237	136	1	1	2
-21.9879	-17.9596	-16.1133	-12.5885	-14.9384	-7.5531	-3.1891	-9.903	-9.3994	-3.6926	-5.8746	-6.546	-1.8463	1.5106	-2.6855	-8.8959	-8.2245	-9.903	47	238	137	1	1	2
-21.3165	-16.9525	-15.274	-12.085	-13.9313	-6.546	-2.3499	-9.2316	-8.5602	-3.3569	-5.7068	-6.3782	-2.0142	1.3428	-3.1891	-8.5602	-8.0566	-9.7351	47	239	138	1	1	2
-20.4773	-15.9454	-14.0991	-11.4136	-12.9242	-5.3711	-1.6785	-8.5602	-7.7209	-2.8534	-5.3711	-6.2103	-2.0142	1.1749	-3.6926	-8.2245	-8.0566	-9.7351	47	240	139	1	1	2
-19.3024	-14.9384	-13.092	-10.7422	-11.7493	-4.0283	-1.0071	-7.7209	-6.8817	-2.3499	-5.0354	-5.8746	-2.0142	1.0071	-4.0283	-7.8888	-7.8888	-9.5673	47	241	140	1	1	2
-18.4631	-13.9313	-12.085	-9.903	-10.5743	-3.0212	-0.3357	-6.8817	-6.0425	-2.0142	-4.6997	-5.5389	-1.8463	0.8392	-4.5319	-7.3853	-7.8888	-9.3994	47	242	141	1	1	2
-17.4561	-12.7563	-11.0779	-9.0637	-9.3994	-2.0142	0.1678	-6.2103	-5.3711	-1.6785	-4.5319	-5.3711	-2.0142	0.6714	-5.0354	-7.2174	-7.7209	-9.3994	47	243	142	1	1	2
-16.6168	-11.5814	-9.903	-8.0566	-8.3923	-1.0071	0.8392	-5.3711	-4.6997	-1.3428	-3.8605	-5.0354	-2.0142	0.5035	-5.3711	-6.7139	-7.5531	-9.0637	47	244	143	1	1	2
-15.6097	-10.5743	-9.0637	-7.0496	-7.2174	0.1678	1.5106	-4.5319	-3.6926	-0.6714	-3.5248	-4.6997	-2.0142	0.3357	-5.7068	-6.2103	-7.3853	-8.8959	47	245	144	1	1	2
-14.6027	-9.3994	-7.8888	-5.8746	-6.0425	1.1749	2.182	-3.8605	-2.8534	-0.3357	-3.0212	-4.364	-1.8463	0.1678	-5.8746	-5.7068	-7.2174	-8.5602	47	246	145	1	1	2
