"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
14.267	11.5814	10.0708	13.4277	13.2599	10.0708	6.8817	12.9242	8.5602	6.7139	13.2599	8.0566	7.5531	-2.0142	2.0142	10.0708	4.5319	15.6097	45	231	130	1	1	2
13.9313	11.4136	9.5673	12.9242	12.9242	9.5673	6.546	12.9242	8.3923	6.546	13.2599	7.8888	7.5531	-2.182	2.0142	10.2386	4.5319	15.6097	45	232	131	1	1	2
13.4277	10.91	8.8959	12.2528	12.4207	8.8959	6.2103	12.5885	7.8888	6.2103	12.9242	7.5531	7.2174	-2.182	1.8463	10.2386	4.364	15.4419	45	233	132	1	1	2
13.092	10.5743	8.3923	11.7493	12.085	8.5602	5.7068	12.4207	7.5531	5.8746	12.7563	7.3853	6.8817	-2.3499	1.6785	10.2386	4.364	15.274	45	234	133	1	1	2
12.7563	10.0708	7.7209	11.0779	11.7493	8.0566	5.2032	12.085	7.2174	5.5389	12.4207	6.8817	6.7139	-2.3499	1.5106	10.2386	4.1962	15.1062	45	235	134	1	1	2
12.085	9.5673	6.8817	10.2386	11.0779	7.3853	4.5319	11.7493	6.3782	5.0354	11.9171	6.3782	6.0425	-2.3499	1.0071	10.0708	3.8605	14.7705	45	236	135	1	1	2
11.7493	9.0637	6.3782	9.5673	10.5743	6.7139	4.0283	11.2457	5.8746	4.364	11.2457	5.7068	5.5389	-2.5177	0.5035	9.7351	3.5248	14.267	45	237	136	1	1	2
11.4136	8.728	5.8746	8.8959	10.2386	6.2103	3.5248	10.91	5.3711	3.8605	10.7422	5.2032	5.0354	-2.6855	0	9.7351	3.3569	13.7634	45	238	137	1	1	2
10.91	8.0566	5.2032	7.8888	9.3994	5.5389	2.6855	10.2386	4.5319	3.0212	9.903	4.1962	4.1962	-2.8534	-0.8392	9.2316	2.8534	13.092	45	239	138	1	1	2
10.5743	7.7209	4.6997	7.2174	8.8959	5.0354	2.182	9.7351	4.0283	2.3499	9.2316	3.3569	3.5248	-3.0212	-1.6785	9.0637	2.5177	12.5885	45	240	139	1	1	2
10.5743	7.3853	4.5319	6.546	8.5602	4.6997	1.6785	9.2316	3.5248	1.6785	8.728	2.6855	2.8534	-3.3569	-2.3499	8.728	2.3499	12.085	45	241	140	1	1	2
10.2386	7.2174	4.1962	6.0425	8.2245	4.1962	1.1749	8.728	3.0212	1.0071	8.0566	1.8463	2.182	-3.5248	-3.1891	8.5602	2.182	11.5814	45	242	141	1	1	2
10.2386	7.0496	3.8605	5.5389	7.8888	3.8605	1.0071	8.3923	2.3499	0.3357	7.3853	1.0071	1.5106	-3.5248	-4.1962	8.3923	2.0142	11.0779	45	243	142	1	1	2
10.2386	7.0496	3.8605	5.3711	7.7209	3.6926	0.6714	8.2245	2.0142	-0.1678	7.0496	0.3357	1.0071	-3.6926	-4.8676	8.2245	2.0142	10.7422	45	244	143	1	1	2
10.2386	7.2174	3.6926	5.3711	7.5531	3.5248	0.5035	7.8888	1.6785	-0.6714	6.7139	-0.3357	0.3357	-3.6926	-5.7068	8.2245	2.0142	10.4065	45	245	144	1	1	2
10.4065	7.2174	3.6926	5.2032	7.5531	3.3569	0.3357	7.7209	1.1749	-1.3428	6.2103	-1.0071	-0.1678	-3.6926	-6.546	8.0566	1.8463	10.0708	45	246	145	1	1	2
10.4065	7.3853	3.6926	5.2032	7.3853	3.1891	0.1678	7.3853	0.6714	-1.8463	5.8746	-1.8463	-0.8392	-3.5248	-7.3853	7.8888	1.6785	9.5673	45	247	146	1	1	2
10.5743	7.7209	3.8605	5.3711	7.5531	3.1891	0	7.2174	0.3357	-2.182	5.5389	-2.3499	-1.5106	-3.5248	-8.2245	7.8888	1.6785	9.2316	45	248	147	1	1	2
10.7422	7.8888	4.0283	5.5389	7.5531	3.1891	0	7.0496	0	-2.6855	5.2032	-3.0212	-2.0142	-3.3569	-9.0637	7.7209	1.5106	8.728	45	249	148	1	1	2
11.0779	8.2245	4.1962	5.7068	7.5531	3.0212	-0.1678	6.7139	-0.5035	-3.1891	4.6997	-3.6926	-2.6855	-3.1891	-10.0708	7.5531	1.3428	8.2245	45	250	149	1	1	2
11.2457	8.5602	4.364	5.8746	7.5531	3.0212	-0.1678	6.546	-0.8392	-3.6926	4.364	-4.364	-3.3569	-2.8534	-10.7422	7.3853	1.1749	7.7209	45	251	150	1	1	2
11.5814	8.8959	4.5319	6.2103	7.7209	3.0212	-0.1678	6.3782	-1.1749	-3.8605	4.0283	-4.8676	-3.8605	-2.6855	-11.5814	7.2174	1.1749	7.2174	45	252	151	1	1	2
12.085	9.3994	4.6997	6.546	7.7209	3.0212	-0.1678	6.2103	-1.6785	-4.1962	3.5248	-5.3711	-4.5319	-2.3499	-12.2528	7.0496	1.0071	6.3782	45	253	152	1	1	2
12.5885	9.903	5.0354	6.8817	7.8888	3.1891	0	6.0425	-1.8463	-4.5319	3.1891	-5.8746	-4.8676	-2.182	-13.092	6.8817	1.0071	5.8746	45	254	153	1	1	2
12.9242	10.4065	5.3711	7.2174	8.0566	3.3569	0	5.8746	-2.3499	-4.8676	2.6855	-6.3782	-5.3711	-1.8463	-13.5956	6.546	1.0071	5.2032	45	255	154	1	1	2
13.4277	10.91	5.7068	7.7209	8.3923	3.5248	0.1678	5.7068	-2.5177	-5.0354	2.5177	-6.546	-5.7068	-1.6785	-14.0991	6.546	1.0071	4.6997	45	256	155	1	1	2
13.7634	11.2457	5.8746	8.0566	8.3923	3.5248	0.1678	5.3711	-2.8534	-5.2032	2.182	-6.8817	-6.0425	-1.5106	-14.6027	6.2103	1.0071	4.0283	45	257	156	1	1	2
14.0991	11.5814	6.0425	8.5602	8.3923	3.5248	0.3357	5.2032	-3.0212	-5.3711	1.6785	-7.2174	-6.2103	-1.3428	-14.7705	6.0425	1.3428	3.3569	45	258	157	1	1	2
14.4348	12.085	6.0425	8.728	8.3923	3.6926	0.5035	5.0354	-3.1891	-5.5389	1.3428	-7.3853	-6.546	-1.1749	-15.1062	5.8746	1.5106	2.8534	45	259	158	1	1	2
14.267	12.2528	5.8746	8.8959	8.2245	3.5248	0.3357	4.6997	-3.5248	-5.8746	0.8392	-7.7209	-6.8817	-1.0071	-15.1062	5.5389	1.5106	2.182	45	260	159	1	1	2
14.267	12.5885	6.0425	9.0637	8.2245	3.5248	0.5035	4.364	-3.6926	-6.0425	0.6714	-7.7209	-6.8817	-1.0071	-15.274	5.3711	1.6785	1.6785	45	261	160	1	1	2
14.0991	12.4207	5.5389	9.0637	8.0566	3.3569	0.3357	4.0283	-4.0283	-6.2103	0.1678	-7.8888	-7.0496	-0.8392	-15.274	5.2032	1.6785	1.0071	45	262	161	1	1	2
13.9313	12.4207	5.3711	9.2316	7.8888	3.1891	0.3357	3.8605	-4.364	-6.2103	0	-7.8888	-7.0496	-0.8392	-15.274	5.0354	1.8463	0.6714	45	263	162	1	1	2
13.4277	12.085	4.8676	8.8959	7.5531	3.0212	0.1678	3.5248	-4.5319	-6.3782	-0.5035	-8.0566	-7.2174	-0.8392	-15.274	4.6997	2.0142	0	45	264	163	1	1	2
12.7563	11.7493	4.5319	8.728	7.2174	2.8534	0	3.0212	-4.8676	-6.546	-0.8392	-8.0566	-7.3853	-0.8392	-15.1062	4.364	1.8463	-0.5035	45	265	164	1	1	2
12.4207	11.4136	3.8605	8.3923	6.546	2.5177	-0.3357	2.6855	-5.2032	-6.7139	-1.1749	-8.0566	-7.5531	-0.6714	-14.7705	4.0283	1.8463	-1.0071	45	266	165	1	1	2
11.9171	10.91	3.3569	8.0566	6.0425	2.3499	-0.5035	2.182	-5.3711	-6.8817	-1.6785	-8.0566	-7.5531	-0.6714	-14.6027	3.6926	1.8463	-1.5106	45	267	166	1	1	2
11.2457	10.2386	2.6855	7.7209	5.5389	2.0142	-0.6714	1.8463	-5.7068	-6.8817	-2.0142	-8.0566	-7.5531	-0.8392	-14.6027	3.1891	1.8463	-1.8463	45	268	167	1	1	2
10.7422	9.5673	2.182	7.2174	5.2032	1.6785	-0.8392	1.3428	-5.8746	-7.0496	-2.3499	-8.2245	-7.3853	-0.8392	-14.4348	2.8534	1.8463	-2.182	45	269	168	1	1	2
10.2386	8.8959	1.5106	6.7139	4.364	1.3428	-1.1749	0.6714	-6.2103	-7.3853	-2.8534	-8.3923	-7.3853	-0.8392	-14.267	2.3499	1.6785	-2.6855	45	270	169	1	1	2
9.7351	8.3923	1.0071	6.3782	3.8605	1.0071	-1.3428	0.3357	-6.2103	-7.5531	-3.1891	-8.3923	-7.3853	-1.0071	-14.267	2.0142	1.6785	-3.0212	45	271	170	1	1	2
9.3994	7.5531	0.5035	5.7068	3.0212	0.6714	-1.6785	-0.3357	-6.7139	-7.8888	-3.6926	-8.5602	-7.5531	-1.0071	-14.0991	1.5106	1.3428	-3.3569	45	272	171	1	1	2
8.728	6.7139	0	5.3711	2.5177	0.5035	-1.8463	-0.8392	-7.0496	-7.8888	-4.0283	-8.728	-7.7209	-1.1749	-14.0991	1.1749	1.0071	-3.6926	45	273	172	1	1	2
8.2245	6.2103	-0.3357	4.8676	1.8463	0.1678	-2.182	-1.1749	-7.2174	-8.2245	-4.5319	-8.8959	-7.7209	-1.3428	-14.0991	0.6714	0.6714	-3.8605	45	274	173	1	1	2
