"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-14.0991	-9.3994	-14.0991	-18.4631	-8.728	-13.9313	-14.4348	-7.5531	-13.092	-12.2528	-5.8746	-11.7493	-10.7422	-36.5906	-10.4065	-2.0142	-13.2599	0	4	231	130	1	1	2
-14.4348	-9.903	-14.6027	-18.7988	-8.8959	-13.9313	-14.6027	-7.7209	-12.9242	-12.4207	-6.0425	-11.7493	-10.7422	-42.2974	-10.5743	-2.3499	-13.4277	-0.1678	4	232	131	1	1	2
-14.7705	-10.0708	-14.9384	-19.1345	-8.8959	-13.9313	-14.6027	-7.5531	-12.5885	-12.2528	-6.0425	-11.2457	-10.4065	-45.3186	-10.4065	-2.5177	-13.5956	-0.1678	4	233	132	1	1	2
-14.7705	-9.7351	-14.9384	-18.7988	-8.5602	-13.5956	-14.267	-7.2174	-11.9171	-11.7493	-5.8746	-10.91	-10.0708	-44.9829	-10.2386	-2.3499	-13.2599	-0.1678	4	234	133	1	1	2
-14.6027	-9.5673	-14.7705	-18.4631	-8.0566	-13.092	-13.9313	-6.7139	-11.2457	-11.2457	-5.7068	-10.2386	-9.5673	-41.626	-9.903	-2.182	-13.092	0	4	235	134	1	1	2
-14.267	-9.2316	-14.4348	-18.1274	-7.5531	-12.2528	-13.4277	-6.2103	-10.4065	-10.5743	-5.2032	-9.5673	-8.8959	-36.2549	-9.3994	-1.8463	-12.5885	0.3357	4	236	135	1	1	2
-13.9313	-8.728	-14.0991	-17.6239	-7.0496	-11.5814	-12.9242	-5.5389	-9.7351	-10.0708	-4.8676	-8.8959	-8.3923	-29.541	-8.8959	-1.5106	-12.2528	0.6714	4	237	136	1	1	2
-13.5956	-8.2245	-13.5956	-17.1204	-6.3782	-10.91	-12.2528	-5.0354	-8.8959	-9.3994	-4.364	-8.2245	-7.7209	-22.4915	-8.3923	-1.1749	-11.7493	0.8392	4	238	137	1	1	2
-13.2599	-7.7209	-13.2599	-16.7847	-5.8746	-10.4065	-11.7493	-4.5319	-8.2245	-8.8959	-3.8605	-7.5531	-7.0496	-15.7776	-7.8888	-0.8392	-11.2457	1.1749	4	239	138	1	1	2
-12.7563	-7.2174	-12.7563	-16.2811	-5.2032	-9.7351	-11.2457	-4.0283	-7.5531	-8.3923	-3.6926	-7.0496	-6.8817	-10.0708	-7.7209	-0.8392	-11.2457	1.1749	4	240	139	1	1	2
-12.7563	-6.8817	-12.4207	-16.1133	-5.0354	-9.5673	-11.0779	-3.8605	-7.2174	-8.0566	-3.5248	-6.7139	-6.546	-5.8746	-7.5531	-0.8392	-11.0779	1.0071	4	241	140	1	1	2
-12.4207	-6.7139	-12.085	-16.1133	-4.6997	-9.2316	-10.7422	-3.6926	-6.7139	-7.8888	-3.5248	-6.546	-6.3782	-3.3569	-7.7209	-1.0071	-11.0779	0.8392	4	242	141	1	1	2
-12.085	-6.3782	-11.7493	-15.7776	-4.5319	-8.728	-10.5743	-3.5248	-6.546	-7.8888	-3.6926	-6.3782	-6.2103	-3.0212	-7.7209	-1.5106	-11.2457	0.5035	4	243	142	1	1	2
-11.7493	-6.0425	-11.4136	-15.6097	-4.5319	-8.5602	-10.4065	-3.5248	-6.546	-7.8888	-3.8605	-6.546	-6.3782	-5.5389	-8.2245	-1.8463	-11.2457	-0.1678	4	244	143	1	1	2
