"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
6.546	3.5248	5.5389	0.8392	7.7209	8.2245	-0.6714	9.903	11.0779	-1.1749	10.91	14.0991	0.6714	-2.6855	-10.91	4.1962	-9.7351	3.8605	58	271	170	1	1	2
6.7139	3.1891	5.5389	1.3428	7.7209	7.7209	-0.6714	9.5673	10.4065	-1.6785	10.7422	13.4277	-0.1678	-2.8534	-11.2457	4.0283	-10.0708	3.8605	58	272	171	1	1	2
6.546	3.0212	5.2032	1.3428	7.5531	7.0496	-0.8392	9.0637	9.3994	-2.3499	10.2386	12.4207	-0.6714	-3.1891	-11.7493	4.0283	-10.2386	3.6926	58	273	172	1	1	2
6.546	2.8534	5.2032	1.5106	7.3853	6.7139	-1.0071	8.728	8.5602	-2.8534	9.7351	11.7493	-1.3428	-3.3569	-12.085	4.0283	-10.0708	3.6926	58	274	173	1	1	2
6.3782	2.6855	5.0354	1.8463	7.0496	6.2103	-1.1749	8.3923	7.7209	-3.3569	9.3994	10.91	-1.6785	-3.5248	-12.5885	3.6926	-10.2386	3.6926	58	275	174	1	1	2
6.3782	2.5177	4.6997	1.8463	6.8817	5.7068	-1.3428	7.8888	6.8817	-3.8605	8.8959	10.0708	-2.182	-3.6926	-12.9242	3.5248	-10.4065	3.5248	58	276	175	1	1	2
6.3782	2.3499	4.6997	2.182	6.8817	5.3711	-1.1749	7.7209	6.0425	-4.1962	8.5602	9.3994	-2.6855	-3.6926	-13.092	3.1891	-10.7422	3.3569	58	277	176	1	1	2
6.2103	2.182	4.364	2.0142	6.546	4.6997	-1.3428	7.2174	5.2032	-4.5319	8.2245	8.5602	-3.0212	-3.8605	-13.2599	2.8534	-11.0779	3.3569	58	278	177	1	1	2
6.0425	2.182	4.364	2.3499	6.7139	4.364	-1.5106	7.0496	4.5319	-4.5319	7.8888	7.8888	-3.3569	-3.8605	-13.2599	2.5177	-11.5814	3.5248	58	279	178	1	1	2
5.8746	2.182	4.0283	2.182	6.3782	3.8605	-1.6785	6.546	3.6926	-4.8676	7.3853	7.2174	-3.5248	-4.0283	-13.2599	2.182	-11.9171	3.5248	58	280	179	1	1	2
5.8746	2.182	3.8605	2.182	6.2103	3.5248	-1.6785	6.3782	3.0212	-5.0354	7.2174	6.546	-3.6926	-4.0283	-13.092	1.8463	-12.2528	3.6926	58	281	180	1	1	2
5.7068	2.0142	3.6926	2.0142	6.2103	3.1891	-1.8463	6.0425	2.3499	-5.2032	6.8817	6.0425	-3.8605	-4.0283	-13.2599	1.5106	-12.5885	3.6926	58	282	181	1	1	2
5.3711	2.0142	3.3569	2.0142	6.0425	2.6855	-1.8463	5.8746	1.6785	-5.0354	6.7139	5.3711	-3.8605	-4.0283	-12.9242	1.3428	-12.4207	4.0283	58	283	182	1	1	2
5.2032	2.0142	3.1891	1.8463	6.0425	2.5177	-1.8463	5.7068	1.1749	-4.8676	6.546	4.8676	-3.8605	-3.8605	-12.9242	1.0071	-12.5885	4.0283	58	284	183	1	1	2
4.8676	2.0142	2.8534	1.3428	5.7068	2.0142	-2.0142	5.3711	0.5035	-4.8676	6.2103	4.1962	-3.8605	-3.8605	-12.7563	0.8392	-12.7563	4.364	58	285	184	1	1	2
4.8676	2.0142	2.6855	1.3428	5.5389	1.8463	-2.0142	5.2032	0	-4.8676	6.0425	3.8605	-3.6926	-3.6926	-12.5885	0.6714	-12.7563	4.364	58	286	185	1	1	2
4.8676	2.0142	2.6855	1.1749	5.5389	1.5106	-2.0142	5.2032	-0.3357	-4.6997	5.8746	3.3569	-3.5248	-3.5248	-12.4207	0.5035	-13.092	4.5319	58	287	186	1	1	2
4.6997	2.182	2.5177	1.0071	5.3711	1.3428	-2.182	5.0354	-0.6714	-4.5319	5.7068	3.0212	-3.5248	-3.5248	-12.085	0.3357	-13.5956	4.8676	58	288	187	1	1	2
4.5319	2.5177	2.5177	0.8392	5.3711	1.1749	-2.182	5.0354	-1.0071	-4.1962	5.7068	2.6855	-3.0212	-3.5248	-11.7493	0.5035	-13.5956	5.3711	58	289	188	1	1	2
4.6997	2.8534	2.6855	0.8392	5.7068	1.1749	-1.8463	5.3711	-1.0071	-3.6926	5.8746	2.5177	-2.8534	-3.3569	-11.2457	0.6714	-13.9313	5.7068	58	290	189	1	1	2
4.8676	3.1891	2.8534	0.6714	5.8746	1.1749	-1.5106	5.5389	-1.1749	-3.1891	5.8746	2.3499	-2.5177	-3.3569	-10.91	1.0071	-13.9313	6.0425	58	291	190	1	1	2
5.0354	3.5248	2.8534	0.8392	6.0425	1.1749	-1.3428	5.7068	-1.1749	-2.8534	6.0425	2.182	-1.8463	-3.3569	-10.2386	1.5106	-13.9313	6.7139	58	292	191	1	1	2
5.2032	4.0283	3.0212	0.8392	6.2103	1.3428	-1.0071	6.0425	-1.0071	-2.182	6.2103	2.182	-1.3428	-3.3569	-9.7351	1.8463	-13.5956	7.0496	58	293	192	1	1	2
5.3711	4.6997	3.3569	1.0071	6.546	1.6785	-0.5035	6.3782	-0.8392	-1.6785	6.3782	2.182	-0.8392	-3.3569	-9.0637	2.3499	-13.2599	7.5531	58	294	193	1	1	2
