"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-4.8676	-5.5389	-6.0425	-7.2174	-1.6785	-4.8676	-3.0212	-0.6714	-3.8605	4.364	7.0496	1.6785	2.8534	-58.4106	2.182	3.5248	-0.5035	9.7351	5	221	120	1	1	2
-4.8676	-5.2032	-5.8746	-7.0496	-1.6785	-4.5319	-2.8534	-0.6714	-3.8605	4.6997	6.7139	1.6785	3.0212	-52.2003	2.3499	3.5248	-0.1678	9.5673	5	222	121	1	1	2
-4.6997	-4.8676	-5.3711	-6.7139	-1.3428	-4.1962	-2.3499	-0.3357	-3.6926	5.0354	6.546	1.6785	3.1891	-46.3257	2.5177	3.6926	0.3357	9.5673	5	223	122	1	1	2
-4.6997	-4.364	-5.3711	-6.7139	-1.0071	-3.8605	-2.182	-0.1678	-3.5248	5.3711	6.2103	1.6785	3.3569	-42.1295	2.8534	3.8605	0.8392	9.5673	5	224	123	1	1	2
-4.6997	-3.8605	-5.0354	-6.546	-1.0071	-3.5248	-1.6785	-0.1678	-3.3569	6.0425	6.2103	2.0142	3.8605	-39.444	3.1891	3.8605	1.1749	9.5673	5	225	124	1	1	2
-4.5319	-3.3569	-4.6997	-6.546	-0.5035	-3.1891	-1.5106	0.1678	-3.0212	6.3782	6.2103	2.182	4.0283	-39.1083	3.5248	4.0283	1.6785	9.5673	5	226	125	1	1	2
-4.1962	-2.6855	-4.0283	-6.0425	0	-2.5177	-0.6714	0.6714	-2.6855	6.8817	6.0425	2.3499	4.1962	-41.1224	3.6926	4.364	2.182	9.5673	5	227	126	1	1	2
-4.0283	-1.8463	-3.5248	-5.8746	0.5035	-2.182	-0.1678	1.0071	-2.3499	7.5531	6.0425	2.5177	4.5319	-45.8221	4.0283	4.8676	2.6855	9.7351	5	228	127	1	1	2
-3.6926	-1.0071	-3.0212	-5.5389	1.1749	-1.6785	0.3357	1.5106	-2.0142	8.2245	6.0425	2.8534	5.0354	-51.8646	4.0283	5.2032	3.1891	9.7351	5	229	128	1	1	2
-3.3569	-0.5035	-2.3499	-5.2032	1.8463	-1.1749	1.1749	2.0142	-1.5106	8.8959	6.0425	3.1891	5.3711	-58.9142	4.364	5.7068	3.3569	9.903	5	230	129	1	1	2
-2.8534	0.6714	-1.8463	-4.8676	2.6855	-0.5035	2.0142	2.5177	-1.0071	9.5673	6.2103	3.6926	5.8746	-64.7888	4.364	6.3782	3.8605	9.903	5	231	130	1	1	2
-2.3499	1.8463	-1.0071	-4.364	3.5248	0.3357	2.6855	3.0212	-0.6714	10.2386	6.2103	4.0283	6.0425	-69.3207	4.1962	7.0496	4.0283	10.0708	5	232	131	1	1	2
-1.8463	2.6855	-0.1678	-3.8605	4.1962	0.8392	3.3569	3.8605	-0.3357	10.91	6.546	4.5319	6.546	-71.167	4.364	7.3853	4.1962	10.2386	5	233	132	1	1	2
-1.1749	3.8605	0.6714	-3.1891	5.0354	1.5106	4.364	4.364	0.5035	11.9171	6.7139	4.8676	6.8817	-70.1599	4.1962	7.8888	4.5319	10.2386	5	234	133	1	1	2
-0.5035	5.0354	1.6785	-2.182	6.0425	2.5177	5.3711	5.0354	1.0071	12.7563	7.0496	5.5389	7.3853	-66.4673	4.1962	8.728	4.8676	10.4065	5	235	134	1	1	2
0.5035	6.3782	2.6855	-1.1749	7.2174	3.3569	6.546	5.8746	1.6785	13.5956	7.2174	6.0425	7.8888	-61.264	4.1962	9.2316	5.2032	10.4065	5	236	135	1	1	2
1.3428	7.3853	3.8605	0	8.0566	4.1962	7.7209	6.546	2.6855	14.7705	7.7209	6.7139	8.3923	-55.3894	4.0283	9.903	5.3711	10.5743	5	237	136	1	1	2
