"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
-6.3782	3.0212	-10.7422	-7.2174	-6.546	-15.6097	-3.0212	-8.0566	-12.4207	-6.3782	-4.1962	-7.5531	-1.0071	0.6714	-0.1678	4.0283	-0.6714	1.5106	31	221	120	2	1	2
-6.0425	3.1891	-10.5743	-7.3853	-6.0425	-15.6097	-3.5248	-7.8888	-12.7563	-7.0496	-4.0283	-7.8888	-1.5106	0.5035	-0.5035	4.1962	-1.1749	1.8463	31	222	121	2	1	2
-5.8746	3.3569	-10.4065	-7.3853	-5.7068	-15.6097	-3.8605	-7.7209	-13.092	-7.3853	-3.8605	-8.2245	-1.8463	0.5035	-0.8392	4.1962	-1.3428	2.0142	31	223	122	2	1	2
-5.7068	3.3569	-10.0708	-7.3853	-5.2032	-15.4419	-4.364	-7.3853	-13.4277	-7.8888	-3.8605	-8.5602	-2.3499	0.3357	-1.1749	4.364	-1.8463	2.182	31	224	123	2	1	2
-5.3711	3.3569	-9.5673	-7.3853	-4.6997	-15.1062	-4.5319	-7.0496	-13.5956	-8.3923	-3.3569	-8.8959	-2.6855	0.1678	-1.5106	4.5319	-2.3499	2.5177	31	225	124	2	1	2
-4.8676	3.5248	-9.0637	-7.2174	-4.1962	-14.6027	-4.8676	-6.546	-13.5956	-8.728	-3.1891	-9.2316	-3.1891	-0.1678	-1.8463	5.0354	-2.8534	3.0212	31	226	125	2	1	2
-4.364	3.5248	-8.3923	-6.7139	-3.6926	-14.0991	-4.8676	-6.2103	-13.7634	-9.0637	-3.0212	-9.5673	-3.5248	-0.3357	-2.3499	5.2032	-3.1891	3.3569	31	227	126	2	1	2
-3.6926	3.8605	-7.5531	-6.3782	-2.8534	-13.4277	-4.8676	-5.3711	-13.5956	-9.2316	-2.5177	-9.5673	-3.8605	-0.6714	-2.6855	5.7068	-3.6926	3.8605	31	228	127	2	1	2
-3.3569	3.8605	-6.8817	-5.7068	-2.5177	-12.5885	-4.6997	-4.8676	-13.5956	-9.5673	-2.0142	-9.903	-4.0283	-0.8392	-3.1891	6.2103	-3.8605	4.364	31	229	128	2	1	2
-2.6855	3.8605	-6.0425	-5.2032	-1.8463	-11.9171	-4.5319	-4.1962	-13.4277	-9.7351	-1.5106	-10.0708	-4.364	-1.1749	-3.6926	6.546	-4.1962	4.6997	31	230	129	2	1	2
