"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"P8"	"TP7"	"TP8"	"P7"	"Subject"	"Points"	"Time"	"Trial"	"Rejected"	"Correct"
6.546	7.8888	6.8817	0.3357	10.0708	9.2316	0.5035	8.0566	5.0354	0.1678	7.5531	2.5177	-1.6785	-0.1678	-2.3499	4.0283	-1.3428	3.0212	48	261	160	1	1	2
6.3782	7.7209	6.546	0.6714	9.903	9.0637	0.3357	7.8888	4.6997	0	7.5531	2.3499	-1.8463	0	-2.182	3.8605	-1.3428	2.8534	48	262	161	1	1	2
5.8746	7.2174	6.0425	0.6714	9.3994	8.728	0	7.3853	4.5319	-0.5035	7.3853	2.0142	-2.3499	0.1678	-2.5177	3.1891	-1.5106	2.3499	48	263	162	1	1	2
5.5389	6.8817	5.5389	0.5035	9.0637	8.3923	-0.1678	7.2174	4.1962	-0.8392	7.2174	1.8463	-2.6855	0.3357	-2.6855	2.6855	-1.5106	2.0142	48	264	163	1	1	2
4.8676	6.3782	4.8676	0.1678	8.5602	7.8888	-0.6714	6.546	3.6926	-1.1749	6.8817	1.5106	-3.0212	0.3357	-2.8534	2.0142	-1.8463	1.3428	48	265	164	1	1	2
4.364	5.8746	4.1962	-0.1678	8.2245	7.3853	-1.0071	6.2103	3.5248	-1.5106	6.7139	1.3428	-3.3569	0.5035	-3.0212	1.5106	-1.8463	1.0071	48	266	165	1	1	2
3.8605	5.3711	3.6926	-0.5035	7.7209	7.0496	-1.1749	5.8746	3.1891	-1.6785	6.546	1.3428	-3.5248	0.6714	-3.1891	1.0071	-1.8463	0.5035	48	267	166	1	1	2
3.1891	4.6997	2.8534	-1.1749	7.2174	6.546	-1.6785	5.3711	2.6855	-2.0142	6.0425	1.0071	-3.6926	0.6714	-3.3569	0.3357	-2.0142	0	48	268	167	1	1	2
2.8534	4.364	2.3499	-1.6785	6.7139	6.2103	-1.8463	5.0354	2.5177	-2.0142	6.0425	1.0071	-4.0283	0.8392	-3.6926	-0.1678	-2.0142	-0.3357	48	269	168	1	1	2
2.3499	3.8605	1.8463	-2.182	6.3782	5.8746	-2.0142	4.8676	2.3499	-2.0142	5.8746	1.1749	-4.0283	1.0071	-3.6926	-0.5035	-2.0142	-0.6714	48	270	169	1	1	2
2.0142	3.3569	1.1749	-2.5177	6.0425	5.5389	-2.182	4.5319	2.3499	-2.0142	5.8746	1.1749	-4.0283	1.1749	-3.6926	-0.8392	-2.0142	-1.0071	48	271	170	1	1	2
1.3428	3.0212	0.8392	-2.8534	5.8746	5.3711	-2.3499	4.364	2.3499	-2.0142	5.8746	1.3428	-3.8605	1.3428	-3.8605	-1.1749	-1.8463	-1.3428	48	272	171	1	1	2
1.1749	2.8534	0.5035	-3.1891	5.7068	5.2032	-2.3499	4.364	2.5177	-1.6785	5.8746	1.6785	-3.5248	1.5106	-3.8605	-1.3428	-1.8463	-1.5106	48	273	172	1	1	2
1.0071	2.5177	0.3357	-3.5248	5.3711	5.0354	-2.182	4.364	2.6855	-1.5106	6.0425	2.0142	-3.3569	1.6785	-3.8605	-1.5106	-1.6785	-1.6785	48	274	173	1	1	2
0.8392	2.182	0	-3.8605	5.0354	4.8676	-2.182	4.1962	2.6855	-1.3428	5.8746	2.182	-3.1891	1.6785	-4.0283	-1.6785	-1.6785	-1.8463	48	275	174	1	1	2
0.8392	2.0142	-0.1678	-4.0283	5.2032	5.0354	-2.0142	4.1962	2.8534	-0.8392	6.0425	2.5177	-2.6855	1.8463	-3.8605	-1.6785	-1.5106	-1.8463	48	276	175	1	1	2
0.5035	1.6785	-0.3357	-4.0283	5.2032	5.0354	-1.6785	4.1962	3.1891	-0.3357	6.2103	2.8534	-2.182	2.0142	-3.6926	-1.6785	-1.3428	-1.8463	48	277	176	1	1	2
0.6714	1.8463	-0.3357	-4.1962	5.0354	5.2032	-1.3428	4.1962	3.3569	0.1678	6.2103	3.1891	-1.8463	2.0142	-3.6926	-1.8463	-1.1749	-1.8463	48	278	177	1	1	2
0.5035	1.5106	-0.3357	-4.0283	4.8676	5.3711	-0.8392	4.1962	3.8605	0.8392	6.7139	3.8605	-1.0071	2.182	-3.3569	-1.5106	-1.0071	-1.8463	48	279	178	1	1	2
0.6714	1.5106	-0.5035	-4.0283	4.8676	5.3711	-0.5035	4.364	4.1962	1.3428	6.7139	4.364	-0.5035	2.182	-3.1891	-1.6785	-0.8392	-1.8463	48	280	179	1	1	2
0.6714	1.3428	-0.5035	-3.8605	4.6997	5.5389	0.1678	4.1962	4.364	2.0142	6.7139	4.6997	0.1678	2.182	-3.1891	-1.6785	-0.5035	-1.6785	48	281	180	1	1	2
0.5035	1.1749	-0.6714	-3.6926	4.5319	5.5389	0.6714	4.1962	4.6997	2.6855	6.7139	5.2032	0.8392	2.182	-2.8534	-1.8463	-0.5035	-1.6785	48	282	181	1	1	2
0.5035	1.0071	-0.6714	-3.1891	4.364	5.7068	1.3428	4.0283	5.0354	3.3569	6.7139	5.7068	1.5106	2.182	-2.6855	-2.0142	-0.3357	-1.8463	48	283	182	1	1	2
0.3357	0.8392	-0.6714	-2.8534	4.1962	5.7068	2.0142	4.0283	5.3711	4.1962	6.8817	6.2103	2.3499	2.182	-2.3499	-2.0142	0	-1.8463	48	284	183	1	1	2
0.5035	0.5035	-0.8392	-2.5177	3.8605	5.8746	2.6855	4.0283	5.7068	4.8676	6.8817	6.546	3.0212	2.182	-2.182	-2.182	0.1678	-2.0142	48	285	184	1	1	2
0.3357	0.1678	-0.8392	-2.182	3.5248	5.8746	3.3569	3.6926	5.8746	5.5389	6.7139	7.2174	3.8605	2.182	-1.8463	-2.3499	0.3357	-2.182	48	286	185	1	1	2
0.1678	-0.1678	-0.8392	-1.6785	3.1891	5.8746	4.0283	3.5248	6.0425	6.2103	6.546	7.3853	4.364	2.182	-1.6785	-2.6855	0.5035	-2.5177	48	287	186	1	1	2
-0.1678	-0.6714	-1.0071	-1.3428	2.6855	5.5389	4.5319	3.1891	6.2103	6.8817	6.3782	7.7209	5.0354	2.182	-1.5106	-2.8534	0.5035	-2.6855	48	288	187	1	1	2
-0.3357	-1.1749	-1.0071	-1.0071	2.182	5.3711	5.0354	2.6855	6.2103	7.3853	6.0425	8.0566	5.5389	2.182	-1.3428	-3.1891	0.6714	-3.0212	48	289	188	1	1	2
-0.5035	-1.5106	-1.1749	-0.8392	1.6785	5.2032	5.3711	2.3499	6.0425	7.7209	5.7068	8.2245	5.8746	2.182	-1.1749	-3.8605	0.6714	-3.6926	48	290	189	1	1	2
-0.6714	-2.182	-1.3428	-0.5035	1.0071	5.0354	5.7068	2.0142	6.0425	8.2245	5.3711	8.3923	6.2103	2.182	-1.1749	-4.1962	0.6714	-4.0283	48	291	190	1	1	2
-0.6714	-2.5177	-1.5106	-0.1678	0.5035	4.8676	5.8746	1.5106	6.0425	8.5602	5.0354	8.5602	6.546	2.182	-1.1749	-4.5319	0.6714	-4.364	48	292	191	1	1	2
-0.6714	-2.8534	-1.5106	0.1678	0	4.6997	6.2103	1.1749	6.0425	8.728	4.6997	8.728	6.8817	2.182	-1.0071	-4.8676	0.6714	-4.6997	48	293	192	1	1	2
-0.8392	-3.1891	-1.3428	0.3357	-0.5035	4.5319	6.546	0.8392	6.0425	9.0637	4.5319	8.8959	7.2174	2.182	-1.0071	-5.2032	0.6714	-5.0354	48	294	193	1	1	2
-0.6714	-3.3569	-1.0071	0.8392	-0.6714	4.5319	6.7139	0.6714	6.0425	9.3994	4.364	9.0637	7.7209	2.182	-0.8392	-5.5389	0.6714	-5.3711	48	295	194	1	1	2
-0.5035	-3.6926	-0.8392	1.5106	-1.0071	4.6997	7.0496	0.5035	6.3782	9.903	4.364	9.2316	8.0566	2.182	-0.5035	-5.7068	0.8392	-5.8746	48	296	195	1	1	2
-0.1678	-3.5248	-0.3357	2.0142	-1.0071	4.8676	7.3853	0.5035	6.546	10.2386	4.364	9.5673	8.5602	2.0142	-0.3357	-5.5389	0.8392	-5.7068	48	297	196	1	1	2
0.3357	-3.1891	0.5035	2.5177	-0.8392	5.3711	8.0566	0.8392	6.8817	10.7422	4.5319	10.2386	9.0637	2.0142	0	-5.7068	1.3428	-5.5389	48	298	197	1	1	2
1.0071	-2.6855	1.3428	3.1891	-0.5035	5.8746	8.5602	1.1749	7.3853	11.2457	4.8676	10.7422	9.5673	1.8463	0.3357	-5.2032	1.5106	-5.3711	48	299	198	1	1	2
1.8463	-2.3499	2.0142	4.0283	0	6.3782	9.0637	1.6785	7.8888	11.5814	5.3711	11.4136	10.0708	1.6785	0.6714	-4.8676	1.8463	-4.8676	48	300	199	1	1	2
2.6855	-1.5106	3.0212	4.6997	0.5035	7.2174	9.5673	2.0142	8.5602	12.2528	5.8746	11.9171	10.7422	1.5106	1.1749	-4.364	2.182	-4.364	48	301	200	1	1	2
3.5248	-0.8392	4.0283	5.3711	1.1749	7.8888	10.2386	2.8534	9.0637	12.5885	6.546	12.5885	11.2457	1.3428	1.5106	-3.8605	2.3499	-3.8605	48	302	201	1	1	2
4.1962	0	5.0354	6.0425	1.8463	8.5602	10.5743	3.5248	9.5673	13.092	7.2174	13.092	11.5814	1.1749	1.8463	-3.1891	2.3499	-3.3569	48	303	202	1	1	2
5.0354	1.0071	6.0425	6.546	2.3499	9.2316	11.0779	4.1962	10.2386	13.092	7.5531	13.5956	11.7493	1.0071	2.0142	-2.8534	2.5177	-2.6855	48	304	203	1	1	2
